Domain Authority Score,Page Authority Score,Source URL,Source Page Title,Source Domain,Target URL,Anchor,Anchor Type,Link Type,No Follow,Toxic Score,First Seen,Last Seen,Comment
9,0,https://arquitravel.com/property/centro-termoludico-caldea/,Centro Termolúdico Caldea – ArquiTravel,arquitravel.com,https://www.caldea.com/,Centro Termolúdico Caldea,compound,a,false,24,2025-03-26,2026-02-03,
8,0,https://vidawanderlust.com/escapada-de-fin-de-semana-en-andorra/,Escapada de fin de semana en Andorra en verano | Vida Wanderlust,vidawanderlust.com,http://www.caldea.com/es,Caldea,branded,a,false,24,2024-01-21,2026-02-03,
25,0,https://www.qtravel.se/caldea,Caldea termalbad Andorra – spa & avkoppling på skidresan | Quality Travel | Quality Travel,www.qtravel.se,https://www.caldea.com/en/,Boka plats,unknown,a,false,24,2026-02-03,2026-02-03,
21,3,http://blog.shopthefinest.com/2025/09/08/seo-cartel-in-telegram-seo-backlinks-bulk-link-14-2/,"@SEO_CARTEL IN TELEGRAM – SEO BACKLINKS, BULK LINK POSTING, BOOST SEO RANKING – HTTPS://T.ME/SEO_CARTEL",blog.shopthefinest.com,https://www.caldea.com/blog/planifiez-votre-visite-a-caldea-avec-le-casino-unnic-dandorre/?lang=fr,"@SEO_CARTEL IN TELEGRAM – SEO BACKLINKS, BULK LINK POSTING, BOOST SEO RANKING",unknown,a,true,24,2025-09-14,2026-01-24,
31,6,http://www.pa-sport.fr/2019/04/24/bien-etre-week-end-detox-en-andorre-la-destination-ideale-pour-faire-un-break/,"BIEN-ÊTRE : Week-end détox en Andorre, la destination idéale pour faire un break - Presse Agence Sport",www.pa-sport.fr,http://caldea.com/,www.caldea.com,branded,a,false,24,2025-08-12,2026-02-03,
8,0,https://aeroclubcerdanya.com/que-fer-a-la-cerdanya/,Què fer a la Cerdanya? | Aeroclub La Cerdanya,aeroclubcerdanya.com,https://www.caldea.com/,https://www.caldea.com,naked,a,false,24,2024-03-09,2026-02-03,
14,1,https://decidilo.com/andorra-ese-pais-europeo-que-no-pertenece-a-la-union-europea-y-da-permisos-de-trabajo-de-6-meses-a-no-comunitarios/,"Andorra, ese país europeo que no pertenece a la Unión Europea (y da permisos de trabajo de 6 meses a no comunitarios) - Decidilo",decidilo.com,https://www.caldea.com/,Caldea,branded,a,false,24,2024-02-10,2026-02-03,
2,0,https://www.wdtexblog.com/?paged=114,,www.wdtexblog.com,https://www.caldea.com/blog/plan-your-visit-to-caldea-and-the-nearby-unnic-casino-in-andorra/?lang=en,"@SEO_CARTEL IN TELEGRAM – SEO BACKLINKS, BULK LINK POSTING, BOOST SEO RANKING",unknown,a,true,24,2025-09-21,2025-09-21,
6,0,https://www.polyglot-project.com/project/andorra/,Andorra | Polyglot Project,www.polyglot-project.com,https://www.caldea.com/,caldea.com,branded,a,false,24,2025-01-08,2025-11-29,
24,4,https://anterior.webcampista.com/foro/showthread.php?52780-Kdda-Fin-de-a%C3%B1o-en-organya-pirineo-catalan%2Fpage3,Kdda. Fin de año en organya -pirineo catalan- - Página 3,anterior.webcampista.com,http://www.caldea.com/es/,http://www.caldea.com/es/,naked,a,true,24,2024-11-15,2026-02-03,
3,0,https://seo-anomaly-rocket.online/andorra/seo-anomaly-andorra-1/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-rocket.online",seo-anomaly-rocket.online,https://www.caldea.com/blog/caldea-et-casino-le-meilleur-des-plans/?lang=fr,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,24,2025-07-08,2026-02-03,
24,4,https://www.architectour.net/opere/opera.php?architetto=Jean-Michel%20Ruols&id_opera=5668&language=0&language=0&language=0&language=1&language=1&nome_opera=Caldea,Architectour.net - Caldea [ ],www.architectour.net,http://www.caldea.com/,www.caldea.com,branded,a,false,24,2025-05-02,2025-12-20,
4,0,http://www.jdmtube.com/blogs?o=md&page=8641&t=a,Most Commented Blogs - JDMtube,www.jdmtube.com,https://www.caldea.com/blog/circo-sol-hotel-caldea/,hyxblx eire stimulates capital for palestinians amongst normally requires ceasefire,unknown,a,false,24,2025-09-12,2025-09-12,
2,0,https://www.easydirectory.in/domain-list-256,easydirectory.in | few of top websites | page no. 256,www.easydirectory.in,http://caldea.com/,caldea.com,branded,a,true,24,2024-12-16,2026-01-15,
3,0,https://www.backlink.business/domain-list-256,backlink.business | few of top websites | page no. 256,www.backlink.business,http://caldea.com/,caldea.com,branded,a,true,24,2025-03-05,2026-02-03,
13,0,https://www.brandb.net/archive/caldea-2024-06,Caldea 로고 | brandB 브랜드비,www.brandb.net,https://www.caldea.com/,https://www.caldea.com/,naked,a,false,24,2024-11-23,2026-02-03,
7,0,https://www.tourismwithstyle.com/2023/03/24/barcelona-activities-2/,Barcelona Activities - Tourismwithstyle.com,www.tourismwithstyle.com,https://www.caldea.com/en/,Caldea,branded,a,false,24,2024-03-19,2026-02-03,
7,0,http://www.promofar.com/estetica-y-belleza/tratamientos-faciales.html,TRATAMIENTOS FACIALES - Promofar.com,www.promofar.com,http://www.caldea.com/es/Faciales.aspx,Caldea,branded,a,false,24,2025-07-13,2026-02-03,
22,3,https://bacoyboca.com/fin-de-semana-en-andorra/,Qué hacer y dónde comer en un fin de semana en Andorra. - Baco&Boca,bacoyboca.com,https://www.caldea.com/,Caldea,branded,a,false,24,2024-08-02,2026-02-03,
18,0,https://elcambiador.com/place/364-centro-termoludico-caldea,Centro Termolúdico Caldea - elCambiador,elcambiador.com,http://www.caldea.com/,Go to their website,unknown,a,false,24,2026-02-03,2026-02-03,
3,0,https://seo-anomaly-nexus.online/andorra/seo-anomaly-andorra-2/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-nexus.online",seo-anomaly-nexus.online,https://www.caldea.com/blog/planifiez-votre-visite-a-caldea-avec-le-casino-unnic-dandorre/?lang=fr,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,24,2025-06-05,2026-02-03,
2,0,https://www.onlinefestival.in/domain-list-256,onlinefestival.in | few of top websites | page no. 256,www.onlinefestival.in,http://caldea.com/,caldea.com,branded,a,true,24,2024-12-19,2026-02-02,
8,0,https://toursandorra.com/blog/5,Tours Andorra,toursandorra.com,https://www.caldea.com/,View more,unknown,a,false,24,2025-05-28,2025-10-15,
7,0,https://www.myglobalviewpoint.com/most-beautiful-places-in-andorra/,12 Amazingly Beautiful Spots in Andorra to Add to Your Bucket List - Global Viewpoint,www.myglobalviewpoint.com,https://www.caldea.com/en/,Caldea Thermal Complex,compound,a,false,24,2024-03-10,2026-02-03,
23,3,https://www.toutpourlesfemmes.com/archive/bien-etre-andorre-les-centres-de-caldea-et-inuu,Bien-être à Andorre : les centres de Caldéa et Inuu | Tout Pour Les Femmes,www.toutpourlesfemmes.com,http://www.caldea.com/,www.caldea.com,branded,a,false,24,2025-07-24,2026-02-03,
7,0,https://travelbendy.com/%D0%B0%D0%BD%D0%B4%D0%BE%D1%80%D0%B0/,Андора – TRAVEL BENDY,travelbendy.com,https://www.caldea.com/,Калдеа,unknown,a,false,24,2025-08-05,2026-02-03,
6,0,https://pasaportesviajeros.com/cinco-lugares-donde-viajar-en-enero/,Cinco lugares donde viajar en Enero -,pasaportesviajeros.com,https://www.caldea.com/que-es-caldea-historia,Aquí,organic,a,false,24,2023-09-20,2026-02-03,
12,0,https://www.hoteltudel.com/en/what-to-do-andorra/spa-in-andorra,Spa in Andorra - Andorra,www.hoteltudel.com,https://www.caldea.com/termoludico,here,organic,a,false,24,2025-05-05,2026-02-03,
8,0,https://marison.com.ua/andorra-2/,Андорра. Отдых в Андорре. ТУРЫ.ПУТЕШЕСТВИЯ.ОТДЫХ,marison.com.ua,https://www.caldea.com/,Caldea,branded,a,false,24,2024-03-12,2026-02-03,
2,0,https://bhs-links-boostup.online/andorra-18-07-2025/bhs-links-andorra-4/,🔥 BHS Links – Hardcore Black Hat SEO – TG @bhs_links - bhs-links-boostup.online,bhs-links-boostup.online,https://www.caldea.com/blog/caldea-y-casino-el-mejor-programa-en-andorra/,TG @BHS_LINKS - BEST SEO LINKS - https://t.me/bhs_links,unknown,a,true,24,2025-07-28,2026-02-03,
2,0,https://www.cricketlive.co.in/domain-list-256,cricketlive.co.in | few of top websites | page no. 256,www.cricketlive.co.in,http://caldea.com/,caldea.com,branded,a,true,24,2024-03-21,2026-01-02,
10,0,https://dcoutesnjacob.com/tg-links-dealer-black-hat-seo-services-mass-links-14-6/,TG @LINKS_DEALER | BLACK HAT SEO SERVICES | MASS LINKS | HTTPS://T.ME/LINKS_DEALER – dcoutesnjacob,dcoutesnjacob.com,https://www.caldea.com/blog/planifiez-votre-visite-a-caldea-avec-le-casino-unnic-dandorre/?lang=fr,TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.CALDEA.COM,compound,a,true,24,2026-01-22,2026-01-22,
4,0,https://seo-anomaly-blueprint.online/andorra/seo-anomaly-andorra-3/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-blueprint.online",seo-anomaly-blueprint.online,https://www.caldea.com/blog/caldea-y-casino-el-mejor-programa-en-andorra/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,24,2025-06-05,2026-02-03,
7,0,https://tucodigodescuento.es/caldea/,Códigos descuento Caldea [2025] – Todos los códigos descuento en un solo lugar,tucodigodescuento.es,https://www.caldea.com/,página oficial de Caldea,compound,a,false,23,2025-11-15,2026-02-03,
2,0,http://3step.free.fr/ancien-site/0000/2015/12-20/Voyage_rock_swing_2015_en_Andorre.htm,Séjour 3step en Andorre - Danse Détente Shopping et Sports d'hiver,3step.free.fr,http://www.caldea.com/V05/paginas/privadas/valoracion_servicio.aspx?bsq=0977C2534912E923,Possibilité de réservation ici,unknown,a,false,23,2025-07-29,2026-02-03,
11,0,https://marineuvacaciones.com/andorra-en-verano-que-hacer/,Andorra en verano qué hacer y visitar en familia - Marineu Vacaciones Alquiler Vacacional,marineuvacaciones.com,https://www.caldea.com/,Caldea,branded,a,false,23,2022-12-16,2026-02-03,
4,0,https://seo-anomaly-shift.online/andorra/seo-anomaly-andorra-3/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-shift.online",seo-anomaly-shift.online,https://www.caldea.com/fr/offre-restaurant-andorre,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,23,2025-06-05,2026-02-03,
21,3,https://www.eroaming.com.tw/news_info.asp?id=3155,魅力安道爾：滑雪、免稅、SPA，總有一項能俘獲你 | 安道爾WIFI上網分享器 | eRoamingWiFi 分享器租借,www.eroaming.com.tw,http://www.caldea.com/es,http://www.caldea.com/es,naked,a,true,23,2024-02-06,2026-02-03,
2,0,https://andorra-sothebysrealty.pt/en/live-in-andorra/escaldes-engordany/capital,Living in Les Escaldes Andorra,andorra-sothebysrealty.pt,https://www.caldea.com/en/,Caldea – INÚU,compound,a,true,23,2024-07-13,2026-02-03,
9,0,https://www.comarcaactiva.com/reportatge/regals-originals-per-sant-valenti-2026,Regals originals per Sant Valentí 2026 - Comarca Activa,www.comarcaactiva.com,https://www.caldea.com/,Caldea Thermoludic Center,compound,a,false,23,2026-01-12,2026-02-03,
25,4,https://www.209.fr/4-astuces-pour-guerir-leczema/,Guérir l'eczéma plus facilement grâce à 4 astuces efficaces,www.209.fr,https://www.caldea.com/blog/benefices-eau-froide/?lang=fr,privilégier les bains froids,money,a,false,23,2024-05-30,2026-01-23,
4,0,http://asiaspeedconstruction.com/news/page/1885/,News – Page 1885 – Asia Speed Construction,asiaspeedconstruction.com,https://www.caldea.com/blog/plan-your-visit-to-caldea-and-the-nearby-unnic-casino-in-andorra/?lang=en,"@SEO_CARTEL IN TELEGRAM – SEO BACKLINKS, BULK LINK POSTING, BOOST SEO RANKING",unknown,a,true,23,2025-12-11,2025-12-11,
2,0,https://misstourist.de/skifahren-andorra/,Skifahren in Andorra - Dein ultimativer Guide für perfekte Winterferien,misstourist.de,https://www.caldea.com/en/massages,Hier,organic,a,false,23,2025-12-05,2025-12-22,
6,0,https://www.alpana.co.in/domain-list-256,alpana.co.in | few of top websites | page no. 256,www.alpana.co.in,http://caldea.com/,caldea.com,branded,a,true,23,2025-03-30,2026-01-07,
14,0,https://www.usgo-archive.org/news/category/uncategorized/page/51/,Uncategorized « American Go E-Journal,www.usgo-archive.org,https://www.caldea.com/blog/planifiez-votre-visite-a-caldea-avec-le-casino-unnic-dandorre/?lang=fr,"@SEO_CARTEL IN TELEGRAM – SEO BACKLINKS, BULK LINK POSTING, BOOST SEO RANKING",unknown,a,true,23,2025-09-17,2025-09-17,
2,0,https://www.topdoma.in/domain-list-256,topdoma.in | few of top websites | page no. 256,www.topdoma.in,http://caldea.com/,caldea.com,branded,a,true,23,2024-01-14,2026-01-15,
11,0,https://paisajesenmiretina.com/tres-idilicos-mini-paises/,"TRES IDÍLICOS MINI-PAISES: Vaticano, San Marino y Andorra",paisajesenmiretina.com,https://www.caldea.com/,Caldea,branded,a,false,23,2025-04-26,2026-02-03,
14,0,https://eurobike.kr/community/community_010100-view.html?bbs_group=tongsin&bbs_uid=5217&gotopage=86&s_gubun&s_nara&search_kind&search_text,현지통신원 | 커뮤니티 | 유로자전거나라투어,eurobike.kr,http://www.caldea.com/en/book-entry,www.caldea.com/en/book-entry,naked,a,false,23,2024-02-14,2026-02-03,
14,1,https://www.eurobike.kr/community/community_010100-view.html?bbs_uid=5217&gotopage=90&s_gubun&s_nara&search_kind&search_text,현지통신원 | 커뮤니티 | 유로자전거나라투어,www.eurobike.kr,http://www.caldea.com/en/book-entry,www.caldea.com/en/book-entry,naked,a,false,23,2024-02-13,2026-02-03,
4,0,https://seo-anomaly-launch.online/andorra/seo-anomaly-andorra-3/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-launch.online",seo-anomaly-launch.online,https://www.caldea.com/fr/offre-restaurant-andorre,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,23,2025-06-03,2026-02-03,
7,0,http://datalinktechnologies.co.uk/index.php/blog/single-item/item/2-they-aren-t-considered-best-friend?start=25000,They Aren’t Considered Best Friend.,datalinktechnologies.co.uk,https://www.caldea.com/blog/circo-sol-hotel-caldea/,https://www.caldea.com/blog/circo-sol-hotel-caldea/,naked,a,true,23,2025-08-02,2025-08-02,
9,0,https://www.sauterlepas.com/matinee-detente-dans-leau-thermale-de-caldea/,Ma Formidable Expérience à Caldea,www.sauterlepas.com,https://www.caldea.com/fr/,super moment entre copines à Caldea,compound,a,false,23,2025-04-27,2026-02-03,
10,0,https://www.justlandedbcn.com/visit-andorra-from-barcelona/,VISIT ANDORRA FROM BARCELONA - Just Landed! BCN,www.justlandedbcn.com,http://www.caldea.com/,website,organic,a,false,23,2024-01-19,2026-02-03,
16,1,https://www.remmguitart.com/ruta-en-camper-por-andorra-con-esqui-en-ordino-arcalis/,Ruta en Camper por Andorra (con esquí en Ordino Arcalís) - Remm Guitart,www.remmguitart.com,https://www.caldea.com/,Tarde de relajación en Caldea,compound,a,false,23,2025-02-19,2026-02-03,
5,0,https://de.viettopreview.vn/gunstige-reiseziele-februar/,Günstige Reiseziele im Februar: Dein Traumurlaub zum Sparpreis,de.viettopreview.vn,https://www.caldea.com/en/,Caldea Thermalbädern,compound,a,false,23,2026-01-22,2026-02-03,
4,0,https://seo-anomaly-wave.online/andorra/seo-anomaly-andorra-2/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-wave.online",seo-anomaly-wave.online,https://www.caldea.com/fr/premium/diner-red-bar-unnic,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,23,2025-06-05,2026-02-03,
2,0,https://www.gidemedigimyerler.com/2011/08/07/andorra/,Andorra - Gidemediğim Yerler,www.gidemedigimyerler.com,http://www.caldea.com/,www.caldea.com,branded,a,false,23,2025-05-26,2026-02-03,
8,0,https://www.backlinks.cyou/domain-list-252,backlinks.cyou | few of top websites | page no. 252,www.backlinks.cyou,http://caldea.com/,caldea.com,branded,a,true,23,2025-09-27,2026-02-03,
32,7,https://curlie.org/en/Recreation/Travel/Specialty_Travel/Spas/Europe,Curlie - Recreation­: Travel: Specialty Travel: Spas: Europe,curlie.org,http://www.caldea.com/,"Caldea, Andorra",compound,a,false,23,2024-11-17,2026-02-03,
31,6,https://www.lenius.it/tradizioni-natalizie-catalane/,Cosa fare a Barcellona sotto le Feste: le 6 tradizioni natalizie catalane da rispettare!,www.lenius.it,https://www.caldea.com/,Caldea,branded,a,false,23,2025-07-25,2026-02-03,
11,0,https://kidsandgo.pl/andora-latem-atrakcje/,Andora latem - atrakcje dla całej rodziny,kidsandgo.pl,https://www.caldea.com/en/,WWW,unknown,a,false,23,2023-03-20,2026-02-03,
4,0,https://seo-anomaly-forge.online/andorra/seo-anomaly-andorra-3/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-forge.online",seo-anomaly-forge.online,https://www.caldea.com/fr/offre-restaurant-andorre,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,23,2025-06-06,2026-02-03,
6,0,https://www.july.co.in/domain-list-256,july.co.in | few of top websites | page no. 256,www.july.co.in,http://caldea.com/,caldea.com,branded,a,true,23,2024-12-22,2025-12-23,
17,1,https://www.mobelmol.com/es/2019/05/20/caldea-25-aniversario-de-su-inauguracion/,CALDEA – 25 Aniversario de su inauguración - Mobelmol,www.mobelmol.com,https://www.caldea.com/aguas-termales,aguas termales,money,a,false,23,2025-04-27,2026-02-03,
9,0,https://www.vdeviajeros.com/post/senderismo-en-el-valle-de-incles,Vdeviajeros,www.vdeviajeros.com,https://www.caldea.com/%E2%80%8D,Caldea,branded,a,false,23,2024-12-28,2026-02-03,
9,0,http://gwc.spottedcow.media/2025/05/15/quarterlinks-dofollow-article-links-just-for-25-7432/,QuarterLinks- Dofollow Article Links just for 25 cents. – Global Waste Commodities,gwc.spottedcow.media,https://www.caldea.com/,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,unknown,a,true,23,2025-08-08,2026-02-03,
5,0,https://www.nexttravel.in/domain-list-218,nexttravel.in | few of top websites | page no. 218,www.nexttravel.in,http://caldea.com/,caldea.com,branded,a,true,23,2025-04-05,2026-02-03,
10,0,https://www.besafe.in/domain-list-256,besafe.in | few of top websites | page no. 256,www.besafe.in,http://caldea.com/,caldea.com,branded,a,true,23,2025-03-08,2026-02-03,
67,16,https://media.smartbox.com/flipbook/theme/pageflip/U555/files/assets/basic-html/page-373.html,Tu y yo,media.smartbox.com,http://www.caldea.com/,www.caldea.com,branded,a,false,23,2025-07-20,2026-02-03,
4,0,https://seo-anomaly-path.online/andorra/seo-anomaly-andorra-2/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-path.online",seo-anomaly-path.online,https://www.caldea.com/fr/premium/diner-red-bar-unnic,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,23,2025-06-05,2026-02-03,
2,0,https://viajaryviajar.blogspot.com/2012/04/las-singulares-obras-de-la-estructura.html,Viajes y Destinos: Las singulares obras de la estructura del Nuevo Centro Wellness de Caldea avanzan a buen ritmo,viajaryviajar.blogspot.com,http://www.caldea.com/,Caldea,branded,a,true,23,2025-12-03,2026-02-03,
39,9,https://www.minube.com.ar/rincon/restaurante-oasis-caldea-a2202755,Restaurante Oasis Caldea en Les Escaldes: 1 opiniones y 8 fotos,www.minube.com.ar,https://www.caldea.com/cms/servidor/caldea/documentos/carta%20deimo2014.pdf,https://www.caldea.com/cms/servidor/caldea/documentos/carta%20deimo2014.pdf,naked,a,true,23,2025-03-03,2026-02-03,
16,1,https://www.planesqui.com/ofertas-de-esqui-en-apartamentos-sant-bernat-3-100301,Ofertas esquí Apartamentos Sant Bernat Canillo,www.planesqui.com,http://www.caldea.com/es,,empty,a,false,23,2024-02-09,2026-02-03,
10,0,https://descubreandorra.com/aguas-termales-naturales-andorra,"【Aguas termales en Andorra】Explora, Relájate y Renuevate ヅ",descubreandorra.com,https://www.caldea.com/club-super3,Club Super 3-Caldea,compound,a,false,23,2024-08-31,2026-02-03,
10,0,https://www.villamia.net/2018/10/26/javea-winter-escape-to-andorra/,"Jávea Winter Escape To Andorra | VillaMia - Property For Sale and Rent in Javea, Denia and Moraira Spain",www.villamia.net,https://www.caldea.com/,https://www.caldea.com/,naked,a,false,23,2025-09-30,2026-02-03,
11,0,https://viajaparavivir.com/barcelona-portaventura-y-andorra/,"Barcelona, PortAventura y Andorra en 4 días - Viaja para vivir - El blog de viajes favorito de España",viajaparavivir.com,https://www.caldea.com/reserva-ahora,aquí,organic,a,false,23,2025-01-16,2026-02-03,
2,0,https://www.andorra-sothebysrealty.ad/vivir-en-andorra/escaldes-engordany/capital,Vivir en Les Escaldes Andorra,www.andorra-sothebysrealty.ad,https://www.caldea.com/,Caldea – INÚU,compound,a,true,23,2025-08-07,2026-02-03,
18,1,https://beachhead.com/component/easysocial/pages/11-bh-spain?Itemid,BH SPAIN,beachhead.com,https://www.caldea.com/blog/andorra-zero-latency,,empty,a,false,23,2024-01-23,2026-02-03,
4,0,https://seo-anomaly-expert.online/egypt/seo-anomaly-eg-1/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-expert.online",seo-anomaly-expert.online,https://www.caldea.com/blog/plan-your-visit-to-caldea-and-the-nearby-unnic-casino-in-andorra/?lang=en,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,23,2025-05-24,2026-02-03,
7,0,https://www.onemanarmy.in/domain-list-256,onemanarmy.in | few of top websites | page no. 256,www.onemanarmy.in,http://caldea.com/,caldea.com,branded,a,true,23,2025-05-14,2025-12-30,
10,0,https://www.summary.co.in/domain-list-256,summary.co.in | few of top websites | page no. 256,www.summary.co.in,http://caldea.com/,caldea.com,branded,a,true,23,2024-10-25,2026-02-03,
27,0,https://prlog.ru/analysis/skiexpert.ru,"Skiexpert.ru - анализ сайта, seo характеристики сайта - скиексперт точка ру",prlog.ru,http://caldea.com/,caldea.com,branded,a,true,23,2025-12-04,2026-02-03,
7,0,https://www.janhit.in/domain-list-256,janhit.in | few of top websites | page no. 256,www.janhit.in,http://caldea.com/,caldea.com,branded,a,true,23,2025-01-30,2026-01-18,
22,0,https://vi.madreshoy.com/%C4%91i%E1%BB%83m-%C4%91%E1%BA%BFn-m%C3%B9a-h%C3%A8-cho-gia-%C4%91%C3%ACnh-c%C3%B3-tr%E1%BA%BB-nh%E1%BB%8F/,Điểm đến mùa hè cho gia đình có trẻ nhỏ,vi.madreshoy.com,https://www.caldea.com/likids,đây,unknown,a,false,23,2026-01-04,2026-01-04,
17,0,"http://pl.alestat.com/www,caldea.com.html",caldea.com - statystyki dla caldea.com | alestat.com,pl.alestat.com,http://caldea.com/,caldea.com,branded,a,true,23,2026-02-03,2026-02-03,
10,0,https://www.touristpoint.in/domain-list-218,touristpoint.in | few of top websites | page no. 218,www.touristpoint.in,http://caldea.com/,caldea.com,branded,a,true,23,2024-12-29,2026-02-03,
32,6,https://www.curlie.org/en/Recreation/Travel/Specialty_Travel/Spas/Europe,Curlie - Recreation­: Travel: Specialty Travel: Spas: Europe,www.curlie.org,http://www.caldea.com/,"Caldea, Andorra",compound,a,false,23,2025-03-06,2026-02-03,
10,0,https://www.sinanogludoseme.com.tr/kategori/seo-cartel-egypt/,seo-cartel-egypt Archives - Sinanoğlu Koltuk Döşeme - Şanlıurfa,www.sinanogludoseme.com.tr,https://www.caldea.com/blog/plan-your-visit-to-caldea-and-the-nearby-unnic-casino-in-andorra/?lang=en,"@SEO_CARTEL IN TELEGRAM – SEO BACKLINKS, BULK LINK POSTING, BOOST SEO RANKING",unknown,a,true,23,2025-09-06,2025-09-19,
12,0,https://famxplor.com/en/do/andorra-escaldes-engordany-caldea,Caldea with kids,famxplor.com,https://www.caldea.com/en/,Visit website,organic,a,false,23,2025-07-21,2026-02-03,
2,0,https://www.fotografiart.eu/futuro-hoy-caldea-andorra/,Futuro hoy (Caldea-Andorra) - FotografiÁrt,www.fotografiart.eu,http://www.caldea.com/,Caldea,branded,a,false,23,2025-01-13,2026-02-03,
2,0,https://andorra-sothebysrealty.ad/ca/viure-a-andorra/escaldes-engordany/engordany,Cases i pisos per viure a Engordany,andorra-sothebysrealty.ad,https://www.caldea.com/ca/,Caldea – INÚU,compound,a,true,23,2025-08-11,2026-02-03,
16,0,https://justvisits.co.uk/listing/caldea-spa-kingston/,Caldea Spa - Kingston | Just Visits | Just Visits,justvisits.co.uk,http://www.caldea.com/,http://www.caldea.com/,naked,a,false,23,2026-02-03,2026-02-03,
24,4,https://turbinatravels.com/guide/Eskaldes-Andorra-115262/Otzyvy/Tchto-delat-dostoprimetchatelnosti/Razvletcheniya/3/0/Termalnyy-kompleks-Kaldeya-26802/Otzyv/Samyy-bolshoy-gornyy-termalnyy-Tsentr-v-Evrope-48030/?feed=1,Самый большой горный термальный Центр в Европе. Термальный комплекс Калдея / Spa Resort Caldea,turbinatravels.com,http://www.caldea.com/ru/,caldea.com/ru/,naked,a,false,23,2025-11-14,2026-02-03,
4,0,https://seo-anomaly-spark.online/andorra/seo-anomaly-andorra-1/,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING - seo-anomaly-spark.online",seo-anomaly-spark.online,https://www.caldea.com/blog/caldea-et-casino-le-meilleur-des-plans/?lang=fr,"TELEGRAM @SEO_ANOMALY - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",unknown,a,true,23,2025-09-18,2026-02-03,
6,0,https://leschaletsdebolquere.fr/ou-se-detendre/,Où se détendre dans les Pyrénées | Chalets de Bolquère,leschaletsdebolquere.fr,https://www.caldea.com/,www.caldea.com,branded,a,false,22,2024-11-25,2026-02-03,
3,0,https://www.addurl.pro/domain-list-256,addurl.pro | few of top websites | page no. 256,www.addurl.pro,http://caldea.com/,caldea.com,branded,a,true,22,2025-05-31,2025-11-12,
6,0,http://www.snowdens.info/Sauto/saison_d'hiver.htm,Saison d'Hiver,www.snowdens.info,http://www.caldea.com/,www.caldea.com,branded,a,false,22,2025-01-14,2026-02-03,
43,10,https://aroundsuannan.ssru.ac.th/index.php?topic=136158.156585,HIT! New Claudio Simonetti's Goblin - Dawn Of The Dead Soundtrack Comic Book + Poster Download Full,aroundsuannan.ssru.ac.th,https://www.caldea.com/blog/circo-sol-hotel-caldea/,rlttoq the info about this testicles,unknown,a,false,22,2025-07-29,2026-01-15,
