Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
andorra spa,36,36,140,21,0.97,https://www.caldea.com/en/classic,0,0,0.00,0.04,20800000,"[52,100,66,100,100,52,80,80,23,33,80,100]",2026-01-02,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
andorra spa,43,43,140,21,0.97,https://www.caldea.com/en/our-spa,0,0,0.00,0.04,20800000,"[52,100,66,100,100,52,80,80,23,33,80,100]",2026-01-02,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
andorra spa,59,59,140,21,0.97,https://www.caldea.com/en/premium,0,0,0.00,0.04,20800000,"[52,100,66,100,100,52,80,80,23,33,80,100]",2026-01-02,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
andorra spa,78,78,140,21,0.97,https://www.caldea.com/en/book-now,0,0,0.00,0.04,20800000,"[52,100,66,100,100,52,80,80,23,33,80,100]",2026-01-02,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
andorra spa,97,97,140,21,0.97,https://www.caldea.com/en/entries,0,0,0.00,0.04,20800000,"[52,100,66,100,100,52,80,80,23,33,80,100]",2026-01-02,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
caldeiras restaurante,45,45,1000,40,0.00,https://www.caldea.com/,0,0,0.00,0.02,333000,"[55,10,81,81,81,62,62,6,45,55,81,100]",2026-01-27,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
aire bcn spa,80,80,140,22,0.52,https://www.caldea.com/,0,0,0.00,0.06,9540000,"[42,66,42,80,33,52,100,80,80,52,66,80]",2026-01-06,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
aire bcn spa,81,81,140,22,0.52,https://www.caldea.com/,0,0,0.00,0.06,9540000,"[42,66,42,80,33,52,100,80,80,52,66,80]",2026-01-06,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
dibujos de burbujas,71,71,40,20,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,41500000,"[18,18,18,18,18,0,100,100,18,18,0,100]",2025-12-12,"Image pack, Video, Image, Related searches, Short videos",informational,Organic
especia restaurante,94,94,40,43,0.00,https://www.caldea.com/ofertas,0,0,0.00,0,116000000,"[100,41,82,11,11,11,0,0,0,0,0,0]",2025-12-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",commercial,Organic
escaldes andorra,86,86,140,20,0.00,https://www.caldea.com/,0,0,0.00,0.04,1330000,"[52,52,66,52,100,80,66,66,66,66,52,52]",2025-12-27,"Knowledge panel, Video, Image, Video Carousel, Related searches",informational,Organic
jacuzzi exterior barato,64,64,50,17,1.63,https://www.caldea.com/,0,0,0.00,1,4480000,"[23,19,19,23,23,33,42,42,9,9,9,9]",2025-12-31,"Image pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches","informational, transactional",Organic
jacuzzi exterior barato,75,75,50,17,1.63,https://www.caldea.com/,0,0,0.00,1,4480000,"[23,19,19,23,23,33,42,42,9,9,9,9]",2025-12-31,"Image pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches","informational, transactional",Organic
andorre hotel,60,60,40,30,1.16,https://www.caldea.com/,0,0,0.00,0.88,2670000,"[42,71,71,71,71,100,100,100,14,0,0,14]",2026-01-14,"Sitelinks, Video, Image, Hotels Pack, Related searches",commercial,Organic
como hacer una caja de regalo,67,67,110,22,0.00,https://www.caldea.com/regala-caldea,0,0,0.00,0.18,108000000,"[28,28,65,53,53,34,21,34,21,15,21,21]",2025-12-21,"Image pack, Video, Image, Related searches, Short videos",informational,Organic
piscinas para perros cerca de mi,62,62,50,,0.00,https://www.caldea.com/faq-caldea,0,0,0.00,0.46,7450000,"[14,14,14,14,14,14,14,100,78,100,50,28]",2026-01-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
andorra la vella hotel,47,47,30,24,1.27,https://www.caldea.com/,0,0,0.00,0.56,2230000,"[100,18,27,27,27,36,36,36,18,9,9,9]",2026-01-12,"Video, Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
altea best restaurants,63,63,40,20,0.00,https://www.caldea.com/,0,0,0.00,0.33,1080000,"[14,14,14,14,14,14,14,78,14,78,14,14]",2025-12-26,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
caldera hot tubs reviews,56,56,30,1,2.22,https://www.caldea.com/,0,0,0.00,0.7,590000,"[60,80,0,80,40,80,40,40,100,80,80,60]",2026-02-02,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview","commercial, informational",Organic
thailand food ingredients,72,72,390,20,0.17,https://www.caldea.com/blog/ingredients-gastronomy-thailand/?lang=en,0,0,0.00,0.08,120000000,"[5,3,4,1,3,8,100,3,3,0,0,0]",2026-01-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
caldera springs pool,96,96,70,13,0.23,https://www.caldea.com/,0,0,0.00,0.1,1310000,"[3,3,6,6,6,6,11,23,54,28,8,5]",2025-12-31,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
caldeiras restaurant menu,48,48,320,25,0.00,https://www.caldea.com/,0,0,0.00,0,16000,"[35,35,44,100,81,54,44,54,54,66,54,35]",2025-12-17,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,Organic
balneario cerca de mí,96,96,70,,0.00,https://www.caldea.com/,0,0,0.00,0.02,25200000,"[0,0,0,0,4,22,8,43,35,29,8,0]",2026-01-05,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
caliceo,95,95,140,20,0.00,https://www.caldea.com/,0,0,0.00,0,99500,"[34,100,53,34,34,42,42,42,34,53,53,65]",2025-12-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
cala vella,60,60,110,11,0.00,https://www.caldea.com/,0,0,0.00,0.09,1200000,"[19,26,19,34,42,53,65,80,80,42,26,19]",2026-01-23,"Local pack, Image pack, Image, Video Carousel, People also ask, Related searches",informational,Organic
japones masajes,86,86,480,29,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0.06,20300000,"[0,0,24,4,8,16,13,27,24,3,20,24]",2025-12-20,"Local pack, Image pack, Video, Video Carousel, People also ask, Related searches",commercial,Organic
lugar para masajes cerca de mi,34,0,50,20,0.94,https://www.caldea.com/,0,0,0.00,0.46,85200000,"[18,18,18,18,18,18,18,100,100,100,18,18]",2026-02-05,"Local pack, Image pack, Video, Image, People also ask",commercial,Organic
apartamentos metropolis,65,65,30,,1.90,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.41,379000,"[63,18,63,18,18,18,18,18,18,18,18,18]",2026-01-15,"Video, Image, Related searches","informational, transactional",Organic
masaje en ingles,75,75,590,,0.00,https://www.caldea.com/,0,0,0.00,0,14500000,"[72,72,59,100,72,59,26,5,59,48,100,72]",2026-01-08,"Instant answer, Video, Video Carousel, People also ask, Related searches",informational,Organic
masaje en ingles,84,84,590,,0.00,https://www.caldea.com/,0,0,0.00,0,14500000,"[72,72,59,100,72,59,26,5,59,48,100,72]",2026-01-08,"Instant answer, Video, Video Carousel, People also ask, Related searches",informational,Organic
que es un denario,83,83,140,28,0.00,https://www.caldea.com/,0,0,0.00,0,847000,"[64,64,82,82,82,64,82,64,64,82,82,100]",2025-12-26,"Instant answer, Image pack, Video, Image, People also ask, Related searches, Short videos",informational,Organic
coco spa el paso,59,59,40,24,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0.1,15100000,"[18,18,18,18,18,18,100,100,18,18,18,18]",2026-01-09,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
sistema muscular dibujo,59,59,40,20,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.01,13700000,"[11,0,0,17,100,41,52,0,0,11,23,11]",2026-01-09,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
cuencos tibetanos,92,92,590,29,0.42,https://www.caldea.com/reserva-ahora,0,0,0.00,0.99,825000,"[88,59,72,88,48,39,59,72,59,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos","informational, transactional",Organic
spa aqua club termal tenerife,61,61,70,27,0.00,https://www.caldea.com/,0,0,0.00,0.24,26100,"[4,4,4,4,100,14,10,4,4,4,4,4]",2026-01-21,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
spa con jacuzzi cerca de mi,82,82,70,30,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.62,7190000,"[18,18,100,100,100,100,81,45,63,45,63,27]",2025-12-25,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
caldera hot tubs near me,93,93,70,18,3.00,https://www.caldea.com/,0,0,0.00,0.98,936000,"[7,7,15,19,15,15,19,42,42,42,42,42]",2026-01-17,"Local pack, Sitelinks, Video, People also ask, Related searches",transactional,Organic
offre hotel,84,84,30,80,1.79,https://www.caldea.com/fr/offre-hotel-andorre,0,0,0.00,0.39,125000000,"[18,18,18,18,18,18,18,100,18,18,18,18]",2025-12-03,"Sitelinks, Video, Image, Ads top, Ads bottom, Related searches, AI overview",commercial,Organic
definition of spas,82,82,50,34,0.18,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,4550000,"[0,0,0,35,35,50,7,50,50,21,100,100]",2026-01-06,"Knowledge panel, Video, People also ask, Related searches, Short videos",informational,Organic
caldera spa reviews,70,70,70,3,2.06,https://www.caldea.com/,0,0,0.00,0.51,2810000,"[23,33,23,33,33,33,23,42,42,42,33,42]",2026-02-01,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
shiatsu massage benefits,49,49,110,31,0.00,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.01,2860000,"[33,66,52,52,42,33,52,52,52,100,42,42]",2025-12-24,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
club termal,71,71,320,17,0.00,https://www.caldea.com/,0,0,0.00,0.06,9250000,"[3,0,3,0,0,100,7,4,1,1,1,1]",2026-01-07,"Local pack, Video, Image, People also ask, Related searches, See results about",commercial,Organic
piscina para patio grande,52,52,30,22,1.46,https://www.caldea.com/nuestro-spa,0,0,0.00,0.95,37400000,"[0,0,0,0,15,6,9,34,21,15,0,0]",2026-01-09,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products","informational, transactional",Organic
hotel roc blanc,6,6,40,31,0.00,https://www.caldea.com/en/classic,0,0,0.00,0.23,2350000,"[9,9,9,12,4,5,5,4,4,2,2,2]",2026-02-04,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
masajes cerca de mi near me,72,72,90,24,0.00,https://www.caldea.com/,0,0,0.00,0.33,72800000,"[0,3,3,3,18,18,18,18,18,18,15,23]",2026-01-23,"Local pack, Video, Image, People also ask, Related searches",transactional,Organic
menores packs,66,66,70,54,0.00,https://www.caldea.com/,0,0,0.00,0,41100000,"[18,18,18,100,18,100,18,100,100,100,36,63]",2026-01-20,,informational,Organic
casa de masajes cerca de mi ubicación,44,44,90,18,0.82,https://www.caldea.com/,0,0,0.00,0.2,71200000,"[26,65,42,100,42,42,42,3,7,0,3,0]",2026-01-02,"Local pack, Video, Related searches",commercial,Organic
what is spa mean,13,13,40,28,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,294000000,"[14,42,28,100,71,57,71,100,100,42,42,71]",2026-01-04,"Knowledge panel, Sitelinks, Video, Related searches, Short videos",informational,Organic
what is a shiatsu massager,53,53,260,31,0.38,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.03,3700000,"[14,43,29,43,66,35,66,54,66,100,54,66]",2025-12-28,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
natureland andorra,16,16,70,11,0.00,https://www.caldea.com/en/classic/naturland-adult-offer,0,0,0.00,0.33,6670,"[14,14,14,78,78,78,78,64,78,14,14,14]",2026-01-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","navigational, transactional",Organic
natureland andorra,18,18,70,11,0.00,https://www.caldea.com/en/classic/naturland-adult-offer,0,0,0.00,0.33,6670,"[14,14,14,78,78,78,78,64,78,14,14,14]",2026-01-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","navigational, transactional",Organic
masaje japones,69,69,720,,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.05,9930000,"[27,27,16,10,13,20,24,27,20,20,16,16]",2026-02-03,"Knowledge panel, Image pack, Video, Video Carousel, People also ask, Short videos","informational, transactional",Organic
buscounchollo,62,62,140,46,0.00,https://www.caldea.com/,0,0,0.00,0.01,299000,"[0,2,0,13,5,0,1,3,1,0,0,0]",2026-01-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
hotel en aguas calientes,86,86,50,14,1.66,https://www.caldea.com/,0,0,0.00,0.37,17800000,"[2,1,2,1,0,11,1,1,0,2,2,2]",2025-12-13,"Video, Image, Hotels Pack, People also ask, Related searches",commercial,Organic
shiazu,62,62,70,51,0.43,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.14,19800000,"[0,0,100,0,0,0,81,0,0,0,0,0]",2025-12-25,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
partes del sistema nervioso central,95,95,70,,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.33,15600000,"[1,1,2,3,0,4,0,0,0,0,13,0]",2026-01-26,"Image pack, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
alicante hot springs,59,59,70,24,0.00,https://www.caldea.com/,0,0,0.00,0,1850000,"[45,100,100,63,63,63,45,45,81,81,63,100]",2025-12-22,"Knowledge panel, Video, Image, Related searches",informational,Organic
classique salon and spa,67,67,110,32,0.00,https://www.caldea.com/,0,0,0.00,0.03,5240000,"[41,52,64,82,100,100,82,64,52,82,64,41]",2026-01-06,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
classique salon and spa,75,75,110,32,0.00,https://www.caldea.com/,0,0,0.00,0.03,5240000,"[41,52,64,82,100,100,82,64,52,82,64,41]",2026-01-06,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
compra casa en andorra,86,86,40,9,0.00,https://www.caldea.com/,0,0,0.00,0.14,17200000,"[100,11,23,11,11,11,11,11,52,11,11,11]",2026-01-24,"Video, People also ask, Related searches",informational,Organic
andorra caldea,3,3,50,31,1.01,https://www.caldea.com/en/history,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
andorra caldea,21,21,50,31,1.01,https://www.caldea.com/fr/,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
andorra caldea,28,28,50,31,1.01,https://www.caldea.com/aguas-termales,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
andorra caldea,48,48,50,31,1.01,https://www.caldea.com/que-es-caldea,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
andorra caldea,60,60,50,31,1.01,https://www.caldea.com/entradas,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
andorra caldea,75,75,50,31,1.01,https://www.caldea.com/oferta-hotel-andorra,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
andorra caldea,85,85,50,31,1.01,https://www.caldea.com/horarios-caldea,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
andorra caldea,92,92,50,31,1.01,https://www.caldea.com/reserva-ahora,0,0,0.00,0.03,577000,"[15,15,15,34,19,26,15,15,11,26,26,19]",2025-12-15,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
cala romantica,85,85,260,25,0.00,https://www.caldea.com/,0,0,0.00,0.09,1920000,"[15,19,19,29,29,44,54,54,44,5,19,12]",2026-01-29,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know","informational, transactional",Organic
agua termal in english,86,86,70,21,0.00,https://www.caldea.com/,0,0,0.00,0,6210000,"[35,35,50,50,21,50,64,50,50,50,78,78]",2026-01-01,"Instant answer, Video, People also ask, Related searches, AI overview",informational,Organic
altea hotels,82,82,320,17,1.04,https://www.caldea.com/,0,0,0.00,0.3,1860000,"[44,0,66,44,54,18,18,100,66,100,66,15]",2026-01-11,"Image, Ads bottom, Hotels Pack, People also ask, Related searches",commercial,Organic
baños de vapor cerca de mi,91,91,140,8,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.1,6440000,"[28,35,23,23,43,35,35,53,43,53,43,43]",2026-01-20,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
baño de burbujas,89,89,110,18,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.9,17900000,"[100,100,50,78,78,78,78,64,78,64,64,78]",2026-01-20,"Knowledge panel, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
código descuento eureka,93,0,40,11,0.00,https://www.caldea.com/ofertas,0,0,0.00,0,103000,"[4,9,9,100,52,0,0,0,0,0,0]",2026-02-05,"Sitelinks, Video, Related searches","informational, transactional",Organic
caldea spa,10,10,590,44,1.01,https://www.caldea.com/entradas,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa,29,29,590,44,1.01,https://www.caldea.com/fr/,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa,39,39,590,44,1.01,https://www.caldea.com/entrada-premium,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa,46,46,590,44,1.01,https://www.caldea.com/que-es-caldea,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa,53,53,590,44,1.01,https://www.caldea.com/reserva-ahora,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa,71,71,590,44,1.01,https://www.caldea.com/entrada-premium,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa,85,85,590,44,1.01,https://www.caldea.com/nuestro-spa,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
caldea spa,95,95,590,44,1.01,https://www.caldea.com/regala-caldea,0,0,0.00,0.03,465000,"[72,59,59,100,59,72,39,48,48,72,72,59]",2025-12-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
hoteles en andorra la vella,55,55,50,21,0.87,https://www.caldea.com/,0,0,0.00,0.65,676000,"[50,50,64,35,50,64,78,14,14,14,14,14]",2026-02-02,"Video, Image, Hotels Pack, Related searches",transactional,Organic
regenerar la piel,46,46,40,4,0.00,https://www.caldea.com/blog/5-consejos-para-regenerar-tu-piel-despues-del-verano-2/,0,0,0.00,0.27,16200000,"[18,36,27,27,18,27,27,27,81,81,45,18]",2026-01-09,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
thermal baths spain,20,20,40,8,0.00,https://www.caldea.com/en/,0,0,0.00,0.03,3430000,"[9,9,9,9,52,52,9,9,9,9,9,9]",2025-12-10,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
magic pas de la casa,66,66,70,13,0.00,https://www.caldea.com/,0,0,0.00,0,44000000,"[100,35,53,23,0,5,5,0,5,0,5,0]",2026-01-26,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
tazas de baño economicas,74,74,110,17,0.18,https://www.caldea.com/reserva-ahora,0,0,0.00,1,6300000,"[18,14,22,18,22,14,14,2,35,22,43,22]",2025-12-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
baños vapor,82,82,50,,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.25,40400000,"[63,63,63,63,63,63,36,63,63,45,18,18]",2026-01-20,"Knowledge panel, Local pack, Video, Image, People also ask, Related searches",commercial,Organic
etymology of spa,8,8,70,,0.00,https://www.caldea.com/blog/origin-word-spa/?lang=en,0,0,0.00,0,1350000,"[77,100,55,55,77,77,77,77,77,77,77,55]",2026-01-27,"Instant answer, Video, People also ask, Related searches, AI overview",informational,Organic
un lago para bañarse cerca de mí,67,67,40,12,0.00,https://www.caldea.com/reserva-ahora,0,0,0.00,0.33,35600000,"[18,18,18,0,18,18,18,100,100,100,18,18]",2026-01-03,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
insomnio bar,64,64,140,22,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.01,5940000,"[35,17,17,23,17,35,35,35,17,35,66,100]",2026-02-02,"Image pack, Video, Image, Related searches","informational, transactional",Organic
masajes oriental spa,89,89,40,17,0.00,https://www.caldea.com/tratamientos,0,0,0.00,0.01,2470000,"[18,100,100,18,45,18,63,36,18,18,18,18]",2026-01-05,"Local pack, Sitelinks, Video, Image, Video Carousel, Related searches","commercial, navigational",Organic
hotel magic andorra la vella,53,53,70,20,0.86,https://www.caldea.com/,0,0,0.00,0.45,246000,"[45,63,100,45,63,45,36,45,63,45,63,45]",2025-12-24,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
hotel magic andorra la vella,93,93,70,20,0.86,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,0.45,246000,"[45,63,100,45,63,45,36,45,63,45,63,45]",2025-12-24,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
caldes,67,67,50,17,0.00,https://www.caldea.com/,0,0,0.00,0.01,4140000,"[4,22,4,4,22,22,4,22,4,4,4,4]",2025-12-16,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
blog usefulideas net,26,26,320,0,0.00,https://www.caldea.com/blog/spa-home-care-inside-out/?lang=en,0,0,0.00,0,2570000,"[32,59,17,17,5,100,39,17,0]",2025-12-27,,informational,Organic
la caldera hotel,43,43,40,19,0.25,https://www.caldea.com/,0,0,0.00,0.74,8310000,"[0,6,0,3,3,3,3,12,100,6,9,6]",2025-12-28,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
andora sauna,46,46,30,15,1.35,https://www.caldea.com/,0,0,0.00,1,94900,"[100,14,14,14,21,14,14,14,14,14,14,14]",2026-01-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches","informational, transactional",Organic
hesperia ca hotels,95,95,170,28,1.55,https://www.caldea.com/ofertas-caldea-hotel,0,0,0.00,1,597000,"[6,44,54,100,5,5,5,36,6,19,2,15]",2025-12-17,"Image, Hotels Pack, Related searches",commercial,Organic
chaldea app,39,39,110,28,0.00,https://www.caldea.com/,0,0,0.00,0,1350000,"[52,52,52,42,66,66,42,80,100,33,33,52]",2026-01-20,"Sitelinks, Video, Related searches, See results about",navigational,Organic
hotel spa andorre,14,14,70,30,0.00,https://www.caldea.com/,0,0,0.00,0,1210000,"[50,50,50,50,35,50,78,100,78,14,14,0]",2025-12-11,"Sitelinks, Video, Image, Hotels Pack, Related searches",commercial,Organic
hotel spa andorre,68,68,70,30,0.00,https://www.caldea.com/fr/,0,0,0.00,0,1210000,"[50,50,50,50,35,50,78,100,78,14,14,0]",2025-12-11,"Sitelinks, Video, Image, Hotels Pack, Related searches",commercial,Organic
andorra donde queda,40,40,40,29,0.00,https://www.caldea.com/,0,0,0.00,0,18600000,"[0,4,0,80,14,0,4,9,4,100,4,9]",2026-01-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
mooi salon and spa reviews,61,61,50,20,0.00,https://www.caldea.com/,0,0,0.00,0.33,425000,"[11,11,64,100,64,11,11,11,64,11,11,11]",2026-01-05,"Knowledge panel, Image pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
familia eureka,91,91,880,38,0.00,https://www.caldea.com/ofertas,0,0,0.00,0.02,5450000,"[30,30,24,24,36,36,81,81,100,100,55,45]",2025-12-25,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","informational, navigational",Organic
calderona,63,63,170,4,0.00,https://www.caldea.com/,0,0,0.00,0.06,446000,"[42,34,53,80,65,100,80,53,100,80,65,65]",2025-12-26,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
camas calientes terapia,41,41,40,22,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,1,2180000,"[18,36,100,18,18,18,100,36,18,18,0,18]",2025-12-21,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos, AI overview","commercial, informational",Organic
donde esta el baño,58,58,70,25,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0,481000000,"[19,7,11,34,19,19,26,26,19,26,34,53]",2025-12-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
guarderias de bebes cerca de mi,89,89,40,7,2.42,https://www.caldea.com/faq-caldea,0,0,0.00,0.32,1370000,"[18,18,18,18,18,18,18,63,36,63,45,63]",2026-01-05,"Local pack, Video, Image, People also ask, FAQ, Related searches",commercial,Organic
hotel cerca de mi ubicación con jacuzzi,78,78,30,17,0.73,https://www.caldea.com/,0,0,0.00,0.65,10300000,"[21,7,14,7,78,14,14,21,21,14,14,14]",2026-01-30,"Video, Image, Hotels Pack, People also ask, Related searches",transactional,Organic
masażu shiatsu,64,64,40,27,0.00,https://www.caldea.com/blog/shiatsu-massage-benefits/?lang=en,0,0,0.00,0.01,1400000,"[100,100,100,18,18,18,18,18,18,18,18,18]",2026-01-04,"Sitelinks, Video, Video Carousel, Related searches, AI overview","informational, transactional",Organic
baños exterior,33,33,40,20,0.00,https://www.caldea.com/nuestro-spa,0,0,0.00,0.31,127000000,"[18,18,18,100,18,18,100,18,18,18,18,18]",2025-12-28,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos",informational,Organic
